from,sender_tx_count,sender_avg_value_eth,sender_error_rate,sender_avg_gas_eff,sender_unique_to
0x03717d9caded2e933efe85c4ee8b31105d852660,1,0.0,0.0,0.6718169056025864,1
0x03721bb5f00797fcecf8ae2cba658d8678c37158,1,0.0,0.0,0.723723626667744,1
0x037bd2d4f48b729b5db83b62e72f65ae89a401c5,1,0.0,0.0,0.5585128683680232,1
0x037df19132ab23ac74bc38b0565e3b77ffe7bbe7,1,0.0007,0.0,0.4273266666666667,1
0x037fbddce8d60ae65bfc82c10e8f92079745cfed,1,0.0,0.0,0.7133934490121553,1
0x037fe887f90d8838aa996c6e29f40c2f2c39c4bf,1,0.0,0.0,1.0,1
0x038048b5c171942d5121762c6c8388bec06e11f3,1,0.0,0.0,0.6666666666666666,1
0x0382a3bf4b4dc49746ea22c70422aa8fb073c64c,1,0.99995205333424,0.0,1.0,1
0x039037ee8725f435fe5080e17b20ef5fa87e12fe,1,1.7e-17,0.0,1.0,1
0x039407799f8b0870458a149c0cc9f3893bbf31ae,1,0.0,0.0,0.720186500610195,1
0x03955fabb5a43ac14514a54d3e5f4c00317e5d88,1,5e-05,0.0,0.992226880859283,1
0x03a46caa56ed145a5d29603078f6963258f58b7b,2,0.0024379718642260906,0.0,0.7999964737825734,1
0x03a74963de06b1fe8594643bb3e02520ab966d30,1,0.009941519359831,0.0,1.0,1
0x03ae1cc85c3b48b643251b70255e6beb86a1c3e2,1,4.5e-17,0.0,1.0,1
0x03b2fceed94bd72c8d9260df56c5b85cbaf93e47,2,0.00255,0.0,0.8979814862432501,1
0x03b30d167173f169a759fd7e5481c293700ca04a,1,0.2220901796071153,0.0,1.0,1
0x03b79e86e7f4871bd8c878953b524c4a593c64cb,1,1e-15,0.0,0.7142857142857143,1
0x03baf90b77df8fec05ba9a59f26d0e0d021f75b7,3,0.0,0.0,0.7541333333333333,1
0x03beebc6f4d4874bb1872c5601c41bddd4cd5cf8,1,0.0,0.0,0.6611023253089674,1
0x03c0e255076c1e433cfec1765774a8f10e99fd21,1,0.0,0.0,0.9916512874593549,1
0x03c496bd0a19ff93c6a7311dec3c0f805f0c9fd2,2,1.500012134670133,0.0,1.0,1
0x03cd0e03ddc319ccdfe07fae41dd01450fe89134,6,0.000610551625399784,0.0,0.17318770833333333,1
0x03cf40b900971561ac6bd997ef1fe939dcbc95e2,18,0.0,0.0,1.0,1
